section,order,title,year,dimensions,medium,status,price_dollars,raw_caption,image_url,src_width,src_height,orig_filename,used_original,image_id
florals,5,Almost There,2018,"36""x36""",Oil on canvas,sold,,"Almost There (2018). 36""x36"", Oil on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/almostthere.projection_1629649349.jpg,2267,2312,almostthere.projection.jpg,False,8911c570-036b-11ec-ba7a-312052656fe3
florals,6,Untitled,2019,,Acrylic on canvas,sold,,Untitled (2019). Acrylic on canvas. SOLD,https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/flo_1629652113.JPG,963,954,flo.JPG,False,96adf690-036b-11ec-ba7a-312052656fe3
florals,7,Blossoming,2020,"12""x12""",Acrylic on canvas,available,200,"Blossoming (2020). 12""x12"", Acrylic on canvas. $200. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20210827_213928447_1630100688.jpg,2642,2641,PXL_20210827_213928447.jpg,False,015b9430-0780-11ec-b120-b1e28c1d64ba
pixels-rainbows,0,Resolute Approach,2022,"24""x30""",Oil on canvas,available,600,"Resolute Approach (2022). 24""x30"". Oil on canvas. $600",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20220313_132052166_2_1647179389.jpg,2812,3535,PXL_20220313_132052166_2.jpg,False,76df12a0-a2d4-11ec-9849-add38c044bdf
pixels-rainbows,1,"Rustic Rainbow, 1",2022,"20""x16""",Acrylic on canvas,sold,,"Rustic Rainbow, 1 (2022). 20""x16"". Acrylic on canvas. SOLD.",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20220923_173552858.PORTRAIT_2_1664397386.jpg,3415,2721,PXL_20220923_173552858...T_2.jpg,False,3076ca70-3f6d-11ed-ba4d-13d14b3f58ec
pixels-rainbows,2,"Rustic Rainbow, 2",2022,"12""x12""",Acrylic on canvas,available,350,"Rustic Rainbow, 2 (2022). 12""x12"" Acrylic on canvas. $350",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20220923_173501173.PORTRAIT_2_1664397392.jpg,2788,2781,PXL_20220923_173501173...T_2.jpg,False,3076f180-3f6d-11ed-ba4d-13d14b3f58ec
pixels-rainbows,3,Defiance,2022,"24""x30""",Oil on canvas,sold,,"Defiance (2022). 24""x30"". Oil on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20220313_133224454_3_1647179383.jpg,2622,3289,PXL_20220313_133224454_3.jpg,False,76deeb90-a2d4-11ec-9849-add38c044bdf
pixels-rainbows,4,Spectrum,2022,"16""x40""",Acrylic on canvas,sold,,"Spectrum (2022). 16”x40”, Acrylic on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20220208_134520377_2%20%281%29_1645232275.jpg,1206,3139,PXL_20220208_134520377...(1).jpg,False,28c9c800-ec1e-11ed-92de-e99fe8df432a
pixels-rainbows,5,Pride,2019,"12""x16""",Oil on canvas,sold,,"Pride (2019). 12""x16"", Oil on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/Pride%209x12-1_1628209822.jpg,3184,2382,Pride 9x12-1.jpg,False,1a8174a0-0363-11ec-ba7a-312052656fe3
pixels-rainbows,6,Revealing,2022,"10""x10""",Acrylic on canvas,sold,,"Revealing (2022). 10""x10"" Acrylic on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/PXL_20220904_134919062_2_1664397397.jpg,2203,2203,PXL_20220904_134919062_2.jpg,False,3076f181-3f6d-11ed-ba4d-13d14b3f58ec
pixels-rainbows,7,Untitled,2020,"12""x16""",Acrylic on canvas,sold,,"Untitled (2020). 12""x16"", Acrylic on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/rainbow_1647183402.JPG,1237,927,rainbow.JPG,False,ce0ca4d0-a2dd-11ec-9d94-359ea002e07d
pixels-rainbows,8,Break Through,2013,"24""x48""",Oil on canvas,sold,,"Break Through (2013). 24""x48"", Oil on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/break%20through_1629648929.JPG,2138,1062,break through.JPG,True,3b60cc30-0371-11ec-9c63-dd44e4f63e8e
pixels-rainbows,9,Tremulous,2018,"30""x40""",Oil on canvas,sold,,"Tremulous (2018). 30""x40"", Oil on canvas. SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/stepback_1629648692.PNG,696,934,stepback.PNG,False,bde3ab30-0364-11ec-ba7a-312052656fe3
pixels-rainbows,10,Portal,2019,"30""x40""",Oil on canvas,sold,,"Portal (2019). 30”x40”, Oil on canvas.   SOLD",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/painting%20converted.%20portal_1629649154.jpg,2406,3204,painting converted. portal.jpg,False,a9c5fad0-a2d9-11ec-9849-add38c044bdf
pixels-rainbows,11,Burst,2013,"36""x48""",Oil on canvas,available,900,"Burst (2013). 36""x48"", Oil on canvas. $900",https://www.jamiekendrioski.com/uploads/b/6875f8966e2e6a6d93c7e7aa6d7e39b1bed95d22a4500fcabc6ef11b8b89391f/burst%202_1629649142.JPG,833,1132,burst 2.JPG,False,b400d892-0364-11ec-ba7a-312052656fe3
